"X","Title","Series.or.Movie","Genre.shelf.1","Genre.shelf.2","Genre.shelf.3","Genre.shelf.4","Genre.shelf.5","Genre.shelf.6","Genre.shelf.7","Genre.shelf.8","Genre.shelf.9","Genre.shelf.10","Genre.shelf.12","Genre.shelf.13","Tags.shelf.1","Tags.shelf.2","Tags.shelf.3","Tags.shelf.4","Tags.shelf.5","Tags.shelf.6","Tags.shelf.7","Tags.shelf.8","Tags.shelf.9","Tags.shelf.10","Tags.shelf.12","Tags.shelf.13","Tags.shelf.14","Tags.shelf.15","Tags.shelf.16","Tags.shelf.17","Tags.shelf.18","Tags.shelf.19","Tags.shelf.20","Tags.shelf.21","Tags.shelf.22","Tags.shelf.23","Tags.shelf.24","Tags.shelf.25","Tags.shelf.26","Tags.shelf.27","Tags.shelf.28","Tags.shelf.29","Tags.shelf.30","Tags.shelf.31","Tags.shelf.32","Tags.shelf.33","IMDb.Score"
6220,"Bad Education","Series","Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"British TV Programmes","Sitcoms","TV Programmes","British TV Comedies","TV Comedies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4
6230,"Staying Alive","Movie","Drama","Music","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Romantic Films","Romantic Dramas","Dramas","Romantic Favourites","Showbiz Dramas","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7
6236,"Eraserhead","Movie","Fantasy","Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Independent Films","Horror Films","Cult Horror Films","Experimental Films","Gory Horror Movies","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4
6237,"Momentum","Movie","Action","Crime","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Action Thrillers","Action & Adventure","Crime Action & Adventure","Crime Films","African Movies","International Action & Adventure","Crime Action","South African Movies","Heist Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5
6238,"Funny Girl","Movie","Biography","Comedy","Drama","Musical","Romance",NA,NA,NA,NA,NA,NA,NA,"Classic Romantic Films","Comedies","Romantic Comedies","Romantic Favourites","Musicals","Romantic Films","20th Century Period Pieces","Films Based on Real Life","Classic Films","Classic Comedies","Classic Musicals","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4
6242,"Slasher","Series","Crime","Drama","Horror","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA,"TV Thrillers","TV Horror","TV Programmes","Mystery Programmes","US TV Shows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7
6253,"Rhapsody in August","Movie","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dramas","Japanese Dramas","Dramas based on a book","Japanese Films","Children & Family Movies","Movies Based on Books","Classic Movies","Classic Japanese Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2
6257,"Out of Sight","Movie","Comedy","Crime","Drama","Romance","Thriller",NA,NA,NA,NA,NA,NA,NA,"Romantic Dramas","Crime Dramas","Romantic Comedies","Police Thrillers","Thrillers","Dramas","Dramas based on a book","Dramas based on contemporary literature","Crime Thrillers","Police Movies","Police Dramas","Comedies","Dark Comedies","Crime Comedies","Crime Films","Films Based on Books","Heist Films","Romantic Favourites","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
6258,"K-9","Movie","Action","Comedy","Crime",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Police Action & Adventure","Action & Adventure","Crime Action & Adventure","Comedies","Police Movies","Action Comedies","Crime Comedies","Crime Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
6273,"Fantastic Four","Movie","Action","Adventure","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Action Sci-Fi & Fantasy","Family Sci-Fi & Fantasy","Children & Family Movies","Sci-Fi Adventure","Adventures","Family Features","Action & Adventure","Movies for ages 11 to 12","Sci-Fi & Fantasy","Comic Book and Superhero Movies","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3
6276,"The Nutty Professor","Movie","Comedy","Romance","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Romantic Comedies","Romantic Movies","Comedies","Slapstick Comedies","Romantic Favorites",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6
6277,"Teenage Mutant Ninja Turtles III","Movie","Action","Adventure","Comedy","Family","Fantasy","Sci-Fi",NA,NA,NA,NA,NA,NA,"Family Features","Action Comedies","Movies for ages 5 to 7","Family Sci-Fi & Fantasy","Family Comedies","Comedies","Movies for ages 8 to 10","Children & Family Movies","Martial Arts Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8
6279,"Humanoids from the Deep","Movie","Horror","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Creature Features","Monster Movies","Horror Movies","B-Horror Movies","Sci-Fi Horror Movies","Sci-Fi & Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7
6282,"Heist","Movie","Action","Crime","Drama","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"Action & Adventure","Crime Action & Adventure","Action Thrillers","Crime Movies","Crime Action",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1
6299,"The Pelican Brief","Movie","Crime","Drama","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"Thrillers","Social Issue Dramas","Dramas","Political Dramas","Films Based on Books","Mysteries","Political Thrillers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6
6301,"Booty Call","Movie","Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Romantic Movies","Late Night Comedies","Comedies","Romantic Comedies","Slapstick Comedies","Steamy Romance","Romantic Favourites",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4
6302,"The Seventh Sign","Movie","Drama","Fantasy","Horror","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"Supernatural Horror Movies","Cult Movies","Thrillers","Supernatural Thrillers","Horror Movies","Satanic Stories","Cult Horror Movies","Chilling Horror Films","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9
6310,"Diary of a Chambermaid","Movie","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5
6313,"Hush","Movie","Short","Crime","Drama","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA,"Thrillers","Slasher and Serial Killer Movies","Horror Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
6317,"Joint Security Area","Movie","Action","Drama","Thriller","War",NA,NA,NA,NA,NA,NA,NA,NA,"Dramas","International Dramas","Asian Movies","Dramas based on Books","International Movies","Military Dramas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8
6322,"The Mummy Returns","Movie","Action","Adventure","Fantasy","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"Adventures","Creature Features","Supernatural Horror Movies","Monster Movies","Action Thrillers","Action & Adventure","Horror Movies","Sci-Fi & Fantasy","Action Sci-Fi & Fantasy","Fantasy","Action Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4
6323,"The Money Pit","Movie","Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Slapstick Comedies","Comedies","Romantic Comedies","Romantic Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4
6326,"My Girl","Movie","Comedy","Drama","Family","Romance",NA,NA,NA,NA,NA,NA,NA,NA,"Dramas","Tearjerkers","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9
6328,"The Ranch","Series","Comedy","Drama","Western",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TV Comedies","TV Shows","Sitcoms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5
6334,"The Perfect Storm","Movie","Action","Adventure","Drama","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"Adventures","Dramas based on Books","Dramas","Dramas based on real life","Sports Dramas","Action & Adventure","Movies Based on Real Life","Movies Based on Books",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4
6338,"Power","Series","Action",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TV Shows","TV Dramas","US TV Shows","Crime TV Dramas","US TV Dramas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1
6341,"Die Hard","Movie","Action","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Action & Adventure","Heist Movies","Crime Action & Adventure","Action Thrillers","Crime Movies","Movies Based on Books","Classic Movies","Classic Action & Adventure","US Movies","Crime Action",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2
6343,"American Crime","Series","Crime","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US Police TV Shows","TV Dramas","Courtroom TV Dramas","US TV Shows","TV Shows","Crime TV Dramas","Police TV Shows","Social Issue TV Dramas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8
6347,"28 Days","Movie","Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comedies","Dramas","Social Issue Dramas","US Movies","International Dramas","International Movies","International Comedies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1
6349,"Macbeth","Movie","Drama","History","War",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crime Dramas","Dramas based on classic literature","Epics","Military Dramas","Period Pieces","Dramas","Dramas based on Books",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6
6367,"La Bamba","Movie","Biography","Drama","Music",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tearjerkers","Biographical Dramas","20th Century Period Pieces","Dramas based on real life","Dramas","Films Based on Real Life","Music & Musicals","Historical Dramas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9
6380,"Pride","Movie","Biography","Comedy","Drama","History","Romance",NA,NA,NA,NA,NA,NA,NA,"British Movies","Gay & Lesbian Comedies","Dramas","Comedies","Gay & Lesbian Movies","Dramas based on real life","Gay & Lesbian Dramas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8
6387,"Princess Mononoke","Movie","Animation","Action","Adventure","Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,"Action Sci-Fi & Fantasy","Sci-Fi & Fantasy","Action & Adventure","Children & Family Films","Anime Action","Anime Feature Films","Japanese Films","Sci-Fi & Fantasy Anime","Family Sci-Fi & Fantasy","Family Adventures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4
6388,"My Neighbor Totoro","Movie","Animation","Family","Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Children & Family Movies","Family Sci-Fi & Fantasy","Anime Feature Films","Japanese Films","Classic Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2
6392,"Spirited Away","Movie","Animation","Adventure","Family","Fantasy","Mystery",NA,NA,NA,NA,NA,NA,NA,"Children & Family Movies","Family Adventures","Family Sci-Fi & Fantasy","Anime Feature Films","Japanese Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6
6399,"Everything You Always Wanted to Know About Sex But Were Afraid to Ask","Movie","Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comedies","Critically-acclaimed Comedies","Classic Movies","Cult Comedies","Critically-acclaimed Movies","Cult Films","Films Based on Books","Classic Comedies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8
6410,"Next Friday","Movie","Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Late Night Comedies","Comedies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2
6417,"Love","Series","Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TV Shows","TV Comedies","TV Dramas","US TV Shows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7
6418,"Stepmom","Movie","Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dramas","Tearjerkers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8
6425,"Jurassic Park III","Movie","Action","Adventure","Sci-Fi","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"Action Sci-Fi & Fantasy","Sci-Fi Thrillers","Action & Adventure","Horror Movies","Action Thrillers","Sci-Fi Horror Movies","Sci-Fi & Fantasy","Adventures","Sci-Fi Adventure","Films Based on Books",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9
6427,"Arthur","Movie","Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Romantic Comedies","Comedies","Romantic Movies","Romantic Favorites",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7
6429,"Love","Movie","Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Romantic Movies","International Movies","Independent Dramas","Romantic Dramas","International Dramas","Independent Movies","Romantic Independent Movies","Dramas","Cult Movies","Steamy Romantic Movies","Steamy Dramas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1
6433,"Johnny English","Movie","Action","Adventure","Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comedies","British Movies","Action Comedies","Satires","Action & Adventure","Spy Action & Adventure","Crime Comedies","Crime Movies","British Crime Movies","Crime Action & Adventure","Laugh-Out-Loud Comedies","Heist Action & Adventure","British Comedies","British Action & Adventure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2
6434,"Safe House","Movie","Action","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crime Action & Adventure","Action & Adventure","Action Thrillers","Crime Movies","Action","Spy Action & Adventure","US Movies","Crime Action",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7
6442,"Yuva","Movie","Action","Drama","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dramas","Bollywood Movies","Indian Movies","Indian Dramas","Social Issue Dramas","Hindi-language Films","International Dramas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4
6462,"Big Fat Liar","Movie","Adventure","Comedy","Family",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Family Comedies","Children & Family Movies","Movies for ages 8 to 10","Movies for ages 5 to 7","Comedies","US Movies","Family Cozy Time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4
6463,"Focus","Movie","Comedy","Crime","Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA,"Comedies","Steamy Romantic Movies","Crime Movies","Dramas","Romantic Movies","Crime Dramas","Romantic Comedies","Romantic Dramas","Crime Comedies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6
6474,"Iris","Series","Action","Mystery","Romance","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"TV Thrillers","Korean TV Shows","TV Action & Adventure","Asian Action Movies","TV Shows","TV Dramas","TV Mysteries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9
6480,"Project X","Movie","Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comedies","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6
6481,"Red Riding Hood","Movie","Fantasy","Horror","Mystery","Romance","Thriller",NA,NA,NA,NA,NA,NA,NA,"Romantic Movies","Monster Movies","Supernatural Thrillers","Supernatural Horror Movies","Creature Features","Horror Movies","Thrillers","Sci-Fi & Fantasy","Fantasy Movies","Romantic Favorites",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5
6487,"Bonnie and Clyde","Movie","Action","Biography","Crime","Drama",NA,NA,NA,NA,NA,NA,NA,NA,"Biographical Dramas","Romantic Movies","Dramas","Crime Action & Adventure","Action & Adventure","Romantic Dramas","Crime Dramas","Dramas based on real life",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8
6489,"Friday After Next","Movie","Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comedies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8
6492,"Rurouni Kenshin","Series","Animation","Action","Adventure","Comedy","Drama","Fantasy","Thriller",NA,NA,NA,NA,NA,"Anime Comedies","Anime","Anime Series","Anime Action","TV Shows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5
6494,"Random Hearts","Movie","Drama","Mystery","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dramas","Romantic Dramas","Dramas based on Books","Romantic Movies","Films Based on Books","Romantic Favourites","Crime Movies","Crime Dramas","Police Detective Movies","Police Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3
6495,"Easy Rider","Movie","Adventure","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Award-winning Movies","Independent Movies","Dramas","Classic Dramas","Classic Films","Social Issue Dramas","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3
6502,"The Suspect","Movie","Action","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asian Action Films","International Movies","Action Thrillers","Korean Films","International Action & Adventure","Spy Action & Adventure","Action & Adventure","Crime Action & Adventure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9
6508,"Rock Star","Movie","Drama","Music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dramas","Showbiz Dramas","20th Century Period Pieces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3
6510,"House of Wax","Movie","Horror","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horror Movies","Slasher and Serial Killer Movies","Gory Horror Films","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3
6511,"Catwoman","Movie","Action","Crime","Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comic Book and Superhero Movies","Action Thrillers","Adventures","Action & Adventure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4
6512,"Bewitched","Movie","Comedy","Fantasy","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Romantic Comedies","Comedies","Romantic Movies","Romantic Favorites",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8
6514,"Eight Crazy Nights","Movie","Animation","Comedy","Musical",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Late Night Comedies","Comedies","Adult Animation","Musicals","Music & Musicals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4
6515,"The Day the Earth Stood Still","Movie","Drama","Sci-Fi","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sci-Fi Thrillers","Sci-Fi & Fantasy","Thrillers","Cyberpunk","Alien Sci-Fi","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5
6518,"Uncle Buck","Movie","Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Slapstick Comedies","Comedies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
6521,"Reality Bites","Movie","Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Independent Movies","Romantic Comedies","Romantic Independent Movies","Independent Comedies","Romantic Movies","Comedies","Cult Films","Cult Comedies","Romantic Dramas","Dramas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6
6534,"Dirty Harry","Movie","Action","Crime","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crime Action & Adventure","Classic Action & Adventure","Classic Movies","Action & Adventure","Action Thrillers","Police Action & Adventure","Police Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7
6535,"No Escape","Movie","Action","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Action Thrillers","Action & Adventure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8
6543,"Mommy","Movie","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dramas","Art House Movies","Canadian Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1
6544,"Trash","Movie","Adventure","Crime","Drama","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA,"Dramas based on Books","Thrillers","British Movies","Crime Thrillers","Dramas","Crime Dramas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2
6550,"Southpaw","Movie","Action","Drama","Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sports Dramas","Dramas","Sports Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4
6553,"Sneakers","Movie","Comedy","Crime","Drama","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA,"Action Comedies","Crime Action & Adventure","Action Thrillers","Action & Adventure","Spy Action & Adventure","Comedies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1
6554,"Major Payne","Movie","Adventure","Comedy","Family",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Laugh-Out-Loud Comedies","Slapstick Comedies","Comedies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3
